,artist_name,track_name,track_id,popularity
685,LXVE,2022 new year new me,6Q6w3BogwYxmuihd6Bn90Y,1
686,Yeat,Jump,0upTWhU4O3eBKECSdnF8ZG,67
687,New Years Party Buddha Dj Café,2022 New Year Music Mix,3Yhg7lDsj9wKQIpizVSGa7,0
688,Los Del Limit,Mi Despedida,6Svlf7ToRwf8VFaHWpdN9O,74
689,Rays Aero,2022 New Year (Radio Edit),21jmiNJScus1LcgRDMot3W,0
690,Yeat,Kant dië,1zroecomS2LFaLd09CofJS,66
691,Ankit Yadav Azamgarh,Happy New Year 2022 - Bhojpuri,2lhjXoV4GWPIP0JrjbxDrB,0
692,Christian Nodal,Ya No Somos Ni Seremos,0UXlu64mDLvfzR8IXMz06J,86
693,Ragini Shrivastav,New Year Party 2022 - Bhojpuri,4Rf4XaJpdWRhajzzU9dmhB,0
694,Yeat,Still countin,2Jgk7jr68B6EGc2mHOr3Gg,66
695,MYP22,Year2022,7kg7SmWjlESF8Yn1Vj3vLu,0
696,Gunna,how you did that (feat. Kodak Black),3ABFD8SzXwMbUspLFxbbwK,74
697,DJ X-Change,New Years Eve Ultimate Countdown 2022 - Epic DJ Tools - NYE 2022,5eTqvYyW1T1zdh15dei1lp,0
698,Conan Gray,Jigsaw,1WzOonguDKuWQrTTf5yR0D,77
699,Rea Moon ASMR,"Bright New Year 2022, Pt. C",5VZHEskhvomnI6nmgKCH5u,1
700,Yeat,Dnt lië,6SKA4zY0zzYFdM74F2mPq1,66
701,Raja Manohar Yadav,Jaan Bola Happy New Year 2022,6jtVrBVODzwGGUKQjmxDmt,0
702,Mitski,Stay Soft,07zVQBJfbOuaAhpT3stRFL,75
703,Rea Moon ASMR,"Bright New Year 2022, Pt. A",3Vzwbuj8cysAJFQVjno6KI,1
704,Yeat,Narcoticz (feat. Yung Kayo),6j1FxJKgxzP11CGXycjT0s,66
705,Meenu Muradya,Happy New Year 2022 Mubarak Jaanu,2WDoQvIzHcUV0Tw8a0baGn,0
706,Yeat,Smooktobër,3K1SLqfHyHsLA0oxKpUsYf,66
707,The Slowest Train in the World,This Years Pimpa - 2022 Remastered Version,6flTcxWehzTU487nA8zXbq,0
708,Cordae,Super,3sjtQ07ptlPzw2N4YmGW3S,73
709,Edmel,Happy new year 2022 (tik-tok),1xDf3KcfmjXFrXKYH66EB4,0
710,Olivia Rodrigo,drivers license,1u0L1dDWlmGZoUt4OFpbBg,0
711,Trey Podwoski,Love 2022 (Make This Year Count),7AddPNOoeRHFI7ScgYEB8x,0
712,Olivia Rodrigo,good 4 u,2X17aqQz6eml1R9ZT3d7O9,0
713,Rea Moon ASMR,"Bright New Year 2022, Pt. E",4Ivq2AF4Re1IbHV68bCEJU,1
714,Olivia Rodrigo,deja vu,0x3hYqITh9W5UJtq6c2Jup,1
715,Swapan Biswas,Happy New Year Song 2022 - Original,4QlehRlxjcp1064QEZArSj,0
716,Olivia Rodrigo,good 4 u,3ufNPAtKwuFdUDSSdJHAbj,0
717,Emility,Sincere Wishes Happy New Year 2022,2OghxwtARSHzYkgJo3XV0R,0
718,Olivia Rodrigo,drivers license,3cORyvPUuPTgFzjXZ7HGfb,0
719,NPVLOG REBORN,Drxgs Party New Year 2022 - Remix,4Vls2d3fcFF2ObqgE7ivHR,0
720,Maluma,Cositas de la USA,5c4KBG3ATUOmP8y2KHGGoI,83
721,Golu Pathak,Dil Se Happy New Year 2022,2MRjB98tAtAfuZ9Wx5LqxT,0
722,iayze,556 (Green Tip),35WdGjpHVOHLepJl543eyC,74
723,Rea Moon ASMR,"Bright New Year 2022, Pt. D",0WKyKco1At6h4qPOetlnpt,1
724,The Weeknd,A Tale By Quincy,759ndr57jb0URg4j9YSWml,77
725,NK Dadrwal,Happy New Year Meena Geet 2022,3JsQUcEDOAVS1qVRmqjxNC,0
726,Mitski,Should've Been Me,5FQ9NDyx3KZXhovWWq4Gxo,74
727,Rea Moon ASMR,"Bright New Year 2022, Pt. F",35Up0ju86uEHcUEIsGlSlu,1
728,Kodak Black,Super Gremlin (feat. Myke Towers & Eladio Carrion) - El Diablo Mix,62Li2RUfLV9bCSJFweIG9H,0
729,Randal Reid,2022 a Year of Devine Favor,301PQgvvk0iEJSWo0wgHeG,0
730,Kodak Black,Super Gremlin (feat. Myke Towers & Eladio Carrion) - El Diablo Mix,7n3yVYDSlkZjEJ2kYMue2W,0
